response_1_word_count,response_2_word_count,word_count_prediction_difference,response_1_valence,response_2_valence,valence_prediction_difference,response_1_arousal,response_2_arousal,arousal_prediction_difference,response_1_dominance,response_2_dominance,dominance_prediction_difference,response_1_concreteness,response_2_concreteness,concreteness_prediction_difference,response_1_link_count,response_2_link_count,link_count_prediction_difference
662,613,-49,0.5103333333333333,0.7105625,0.20022916666666668,0.357,0.568125,0.211125,0.7514705882352941,0.8263571428571429,0.07488655462184879,0.8308450704225353,0.8283835616438355,-0.0024615087786997725,0,2,2
164,50,-114,0.5283333333333333,0.9390000000000001,0.41066666666666674,0.875,0.0,-0.875,0.496,0.0,-0.496,0.7904444444444444,0.8414285714285715,0.05098412698412713,0,0,0
305,86,-219,0.7445625,0.9554,0.2108375,0.6905,0.0,-0.6905,0.7529166666666667,0.9198333333333333,0.1669166666666666,0.8271333333333334,0.865,0.037866666666666604,0,0,0
173,231,-58,0.49516666666666664,0.07,0.42516666666666664,0.0,0.2348,-0.2348,0.8801666666666668,0.9240714285714287,-0.04390476190476189,0.8384,0.8140833333333334,0.024316666666666653,0,0,0
676,681,5,0.3230357142857143,0.5861521739130434,0.2631164596273291,0.9188571428571428,0.8363076923076924,-0.0825494505494504,0.8641666666666666,0.8818636363636363,0.017696969696969655,0.866734693877551,0.8174444444444444,-0.04929024943310656,1,0,-1
120,150,30,0.776,0.6907142857142857,-0.0852857142857143,0.651,0.9390000000000001,0.28800000000000003,0.6193333333333333,0.8554999999999999,0.23616666666666664,0.8716000000000002,0.851375,-0.02022500000000016,0,0,0
145,274,129,0.4741666666666667,0.45331818181818184,-0.02084848484848484,0.907,0.9183333333333332,0.011333333333333195,0.852,0.8151818181818182,-0.03681818181818175,0.8355,0.80975,-0.02575000000000005,4,0,-4
62,147,85,0.8896666666666666,0.857,-0.03266666666666662,0.0,0.0,0.0,0.8574999999999999,0.9445,0.08700000000000008,0.8242222222222222,0.8202999999999999,-0.003922222222222271,0,0,0
423,77,-346,0.6775333333333333,0.90825,0.23071666666666668,0.722,0.0,-0.722,0.853125,0.907,0.053875000000000006,0.8120666666666667,0.834,0.02193333333333325,1,0,-1
172,143,29,0.7418,0.6678,0.07400000000000007,0.427,0.5025,-0.07549999999999996,0.899142857142857,0.8779999999999999,0.02114285714285713,0.7997142857142858,0.8632727272727273,-0.06355844155844148,0,0,0
103,120,-17,0.274,0.27759999999999996,-0.0035999999999999366,0.8046875,0.3365,0.4681875,0.0,0.9299999999999999,-0.9299999999999999,0.9053999999999999,0.8492941176470588,0.05610588235294112,0,0,0
193,91,-102,0.382,0.09350000000000003,-0.2885,0.948,0.915,-0.03299999999999992,0.51925,0.875,0.35575,0.817217391304348,0.828,0.010782608695651952,0,0,0
160,253,-93,0.64,0.5666923076923077,0.0733076923076923,0.8703333333333334,0.7929285714285714,0.07740476190476198,0.8786666666666667,0.9025,-0.023833333333333262,0.8450000000000003,0.8703414634146343,-0.025341463414633947,0,0,0
71,94,-23,0.8973333333333333,0.9245,-0.027166666666666672,0.0,0.0,0.0,0.0,0.876875,-0.876875,0.9166666666666666,0.7967500000000001,0.11991666666666656,0,0,0
251,57,-194,0.7215,0.5798,-0.14170000000000005,0.9410000000000001,0.9410000000000001,0.0,0.4366,0.0,-0.4366,0.8481481481481482,0.8116666666666666,-0.03648148148148156,0,0,0
253,364,111,0.5988181818181818,0.6258888888888889,0.027070707070707134,0.48825,0.73725,0.24899999999999994,0.909,0.8285357142857144,-0.08046428571428565,0.8577333333333333,0.8495199999999999,-0.008213333333333406,0,0,0
83,219,-136,0.6146666666666667,0.95305,-0.33838333333333326,0.0,0.905,-0.905,0.8565,0.8869166666666666,-0.030416666666666536,0.8119999999999999,0.8679130434782608,-0.05591304347826087,0,0,0
109,107,-2,0.70425,0.648,-0.05625000000000002,0.0,0.6955,0.6955,0.8634999999999999,0.875,0.011500000000000066,0.856,0.8409411764705883,-0.01505882352941168,0,0,0
166,494,328,0.5091111111111111,0.6103235294117647,0.10121241830065364,0.24480000000000002,0.47344444444444445,0.22864444444444443,0.854,0.889875,0.03587499999999999,0.8388571428571429,0.8232222222222222,-0.015634920634920668,0,0,0
171,114,-57,0.6885454545454546,0.388,-0.30054545454545456,0.51425,0.11499999999999999,-0.39925,0.854,0.0,-0.854,0.8188148148148149,0.8312499999999999,0.01243518518518505,0,0,0
119,97,22,0.5942000000000001,0.6932499999999999,-0.09904999999999986,0.446,0.6618333333333333,-0.21583333333333327,0.8945714285714286,0.9155,-0.020928571428571408,0.7778181818181817,0.7664000000000001,0.01141818181818166,0,0,0
341,114,-227,0.3614666666666667,0.49087499999999995,0.12940833333333324,0.6951111111111111,0.673,-0.02211111111111108,0.889,0.854,-0.03500000000000003,0.7887142857142856,0.8508888888888889,0.06217460317460333,0,1,1
199,75,-124,0.6835625000000001,0.9590000000000001,0.2754375,0.43850000000000006,0.0,-0.43850000000000006,0.9715,0.08300000000000002,-0.8885000000000001,0.8404347826086958,0.86175,0.021315217391304264,1,0,-1
103,100,3,0.8765,0.875,0.0014999999999999458,0.08850000000000002,0.118,-0.02949999999999997,0.868,0.0,0.868,0.8813333333333334,0.7762857142857141,0.10504761904761928,1,0,1
52,52,0,0.06383333333333335,0.09166666666666662,0.027833333333333266,0.905,0.873,-0.03200000000000003,0.854,0.0,-0.854,0.7964444444444445,0.7692,-0.027244444444444516,0,0,0
147,321,174,0.6742857142857143,0.4263529411764706,-0.24793277310924366,0.96475,0.7690555555555556,-0.1956944444444444,0.9355833333333334,0.8070555555555556,-0.1285277777777778,0.8274166666666666,0.7919090909090909,-0.03550757575757568,0,0,0
224,412,188,0.9022727272727273,0.8303461538461538,-0.07192657342657349,0.0,0.4746666666666666,0.4746666666666666,0.7571428571428571,0.8363333333333334,0.07919047619047626,0.8473636363636365,0.8908571428571429,0.04349350649350636,0,3,3
72,64,8,0.03999999999999998,0.39733333333333337,-0.3573333333333334,0.03699999999999998,0.0,0.03699999999999998,0.0,0.0,0.0,0.8615999999999999,0.8024000000000001,0.05919999999999981,0,0,0
197,116,-81,0.923,0.875,-0.04800000000000004,0.896,0.0,-0.896,0.681,0.854,0.17299999999999993,0.86575,0.8554545454545456,-0.010295454545454441,0,0,0
66,82,16,0.9159999999999999,0.46775,-0.4482499999999999,0.0,0.0,0.0,0.892,0.9,0.008000000000000007,0.8358181818181817,0.8615999999999999,0.02578181818181824,0,0,0
136,172,-36,0.09199999999999997,0.0,0.09199999999999997,0.726,0.9510000000000001,-0.2250000000000001,0.8585,0.882,-0.023499999999999965,0.8674545454545455,0.8405714285714284,0.026883116883117064,0,0,0
221,411,190,0.6836363636363636,0.4552962962962963,-0.2283400673400673,0.522,0.40407142857142864,-0.11792857142857138,0.507,0.887375,0.380375,0.8245454545454546,0.8432352941176472,0.018689839572192612,0,0,0
429,174,255,0.8023823529411764,0.8115625,-0.009180147058823529,0.6726666666666666,0.49075,0.18191666666666662,0.8721428571428571,0.7956666666666667,0.07647619047619036,0.8250714285714287,0.8721428571428573,-0.04707142857142865,1,0,1
58,59,1,0.9665,0.6253333333333333,-0.34116666666666673,0.0625,0.854,0.7915,0.9199999999999999,0.854,-0.06599999999999995,0.8527272727272728,0.9001333333333332,0.04740606060606045,1,0,-1
265,79,-186,0.6955714285714285,0.875,0.1794285714285715,0.9126666666666667,0.854,-0.058666666666666756,0.8714761904761905,0.859,-0.01247619047619053,0.7969655172413794,0.7736666666666667,-0.023298850574712704,0,0,0
92,68,-24,0.0,0.8873333333333333,0.8873333333333333,0.493625,0.896,0.40237500000000004,0.5,0.852,0.352,0.7913333333333334,0.8960000000000001,0.10466666666666669,0,0,0
127,369,-242,0.6345714285714286,0.5005,0.13407142857142862,0.906625,0.8032222222222223,0.10340277777777773,0.888,0.861,0.027000000000000024,0.8382499999999999,0.8373125,0.0009374999999999245,0,0,0
439,443,-4,0.6230476190476191,0.8006388888888889,-0.17759126984126983,0.6703,0.683375,-0.013074999999999948,0.4438666666666667,0.71495,-0.2710833333333333,0.8461428571428572,0.8619428571428573,-0.015800000000000147,0,0,0
75,67,8,0.0,0.8825,-0.8825,0.9219999999999999,0.0,0.9219999999999999,0.0,0.853,-0.853,0.8143333333333334,0.8171428571428573,-0.0028095238095239283,0,0,0
113,231,-118,0.68025,0.927625,-0.247375,0.5693333333333334,0.2846666666666666,0.28466666666666673,0.6363333333333333,0.494,0.1423333333333333,0.8070909090909091,0.8182352941176471,-0.01114438502673798,0,0,0
107,85,-22,0.20387500000000003,0.46445454545454545,0.2605795454545454,0.716625,0.6586666666666666,-0.057958333333333334,0.8823333333333334,0.8927499999999999,0.010416666666666519,0.8757142857142857,0.8065,-0.06921428571428567,0,0,0
451,295,156,0.6036363636363636,0.6057750000000001,-0.002138636363636426,0.87371875,0.49265384615384616,0.3810649038461538,0.9000277777777778,0.8130000000000001,0.0870277777777777,0.82325,0.8405833333333333,-0.01733333333333331,0,0,0
356,366,10,0.5744666666666667,0.7653,0.1908333333333333,0.83975,0.7423,-0.09745000000000004,0.80225,0.9197500000000001,0.11750000000000005,0.8469677419354837,0.8338421052631579,-0.013125636672325802,0,0,0
194,220,26,0.8429285714285715,0.7073125,-0.13561607142857146,0.0,0.9173333333333333,0.9173333333333333,0.8783333333333334,0.9006666666666667,0.022333333333333316,0.84775,0.8367058823529412,-0.011044117647058815,0,0,0
1083,478,605,0.3792,0.4971875,-0.11798750000000002,0.7673703703703703,0.6363333333333333,0.13103703703703695,0.7151875,0.709375,0.005812499999999998,0.818546762589928,0.8123692307692308,0.006177531820697135,6,2,4
116,124,-8,0.8979999999999999,0.917,-0.019000000000000128,0.0,0.028749999999999998,-0.028749999999999998,0.4845,0.9165,-0.432,0.8355714285714285,0.8212173913043479,0.014354037267080622,0,0,0
114,128,14,0.8593333333333333,0.125,-0.7343333333333333,0.0,0.896,0.896,0.853,0.853,0.0,0.8174000000000001,0.8280000000000001,0.010599999999999943,0,0,0
254,224,-30,0.4480357142857143,0.5338571428571429,0.0858214285714286,0.9815,0.92475,-0.05675000000000008,0.9157142857142857,0.923,0.00728571428571434,0.8272413793103448,0.8193999999999999,-0.007841379310344898,0,0,0
141,95,-46,0.2284,0.5557142857142857,0.3273142857142857,0.5187,0.8614999999999999,0.3427999999999999,0.8705,0.47675,-0.39375000000000004,0.7739999999999999,0.8555384615384617,0.08153846153846178,0,0,0
114,211,-97,0.9196,0.8184444444444444,0.10115555555555555,0.296,0.873,-0.577,0.85475,0.0,0.85475,0.7989090909090908,0.8317857142857142,-0.03287662337662345,3,0,3
59,152,-93,0.062,0.897,-0.835,0.9080000000000001,0.854,0.05400000000000016,0.857,0.7174,0.13959999999999995,0.7924,0.8098823529411765,-0.017482352941176504,1,1,0
393,207,186,0.5442222222222223,0.7412,-0.1969777777777777,0.5533333333333333,0.9059999999999999,-0.3526666666666666,0.9045,0.856625,0.047875,0.831027027027027,0.8696250000000001,-0.03859797297297307,0,0,0
340,110,-230,0.8733333333333333,0.8833333333333333,0.010000000000000009,0.09699999999999998,0.14300000000000002,0.04600000000000004,0.7745555555555556,0.881,0.10644444444444445,0.8151111111111113,0.7848888888888889,-0.030222222222222483,4,0,-4
59,68,9,0.08300000000000002,0.0,-0.08300000000000002,0.0,0.854,0.854,0.0,0.854,0.854,0.792,0.8608333333333335,0.06883333333333341,0,0,0
156,92,64,0.6882222222222222,0.667,0.021222222222222142,0.5165,0.917,-0.4005000000000001,0.7929444444444445,0.12,0.6729444444444445,0.810888888888889,0.817,-0.006111111111110956,0,0,0
391,89,-302,0.7688333333333333,0.871,0.10216666666666674,0.8779999999999999,0.125,-0.7529999999999999,0.7735,0.0,-0.7735,0.8399534883720929,0.846857142857143,0.006903654485050037,3,0,-3
249,196,-53,0.49429999999999996,0.531,0.036700000000000066,0.502,0.588,0.08599999999999997,0.9165,0.9113,-0.005199999999999982,0.8739047619047617,0.7871428571428571,-0.0867619047619046,0,0,0
85,62,23,0.11680000000000001,0.32642857142857146,-0.20962857142857144,0.854,0.9219999999999999,-0.06799999999999995,0.8654999999999999,0.8815,-0.016000000000000014,0.8976666666666667,0.8887499999999999,0.008916666666666795,0,0,0
169,54,-115,0.5532857142857143,0.8847499999999999,0.33146428571428566,0.40900000000000003,0.501,0.09199999999999997,0.7325,0.852,0.11949999999999994,0.8318333333333334,0.8923333333333333,0.06049999999999989,2,0,-2
343,133,210,0.8262058823529412,0.8948571428571429,-0.06865126050420167,0.14600000000000002,0.0,0.14600000000000002,0.7869375000000001,0.8625,-0.07556249999999998,0.8682000000000001,0.8489230769230769,0.01927692307692319,0,0,0
226,115,-111,0.613875,0.870125,0.2562500000000001,0.6246666666666667,0.39366666666666666,-0.23100000000000004,0.906,0.8821,-0.023900000000000032,0.8347857142857144,0.851,0.016214285714285626,0,0,0
163,218,55,0.4695,0.87325,0.40375,0.0,0.515,0.515,0.7543333333333333,0.7974,0.0430666666666667,0.7606666666666667,0.8132857142857143,0.052619047619047565,2,1,-1
831,270,561,0.6872083333333333,0.5708,0.11640833333333334,0.49754166666666666,0.6160833333333333,-0.11854166666666666,0.8726153846153846,0.877,-0.004384615384615431,0.8246434782608696,0.8453913043478261,-0.020747826086956467,0,0,0
81,204,123,0.0,0.354125,0.354125,0.9315,0.32975,-0.60175,0.0,0.4865,0.4865,0.7749999999999999,0.8178888888888889,0.042888888888888976,0,0,0
857,437,420,0.5523823529411764,0.6774444444444444,-0.12506209150326797,0.599,0.5105,0.08850000000000002,0.8575384615384616,0.8318409090909091,0.025697552447552452,0.8329696969696969,0.8372121212121212,-0.00424242424242427,0,0,0
116,112,-4,0.07850000000000001,0.694,0.6154999999999999,0.893,0.639,-0.254,0.0,0.87175,0.87175,0.831,0.8191428571428572,-0.011857142857142788,0,0,0
135,168,-33,0.7202500000000001,0.48691666666666666,0.2333333333333334,0.3245,0.14033333333333337,0.18416666666666665,0.887,0.8081428571428572,0.07885714285714285,0.926,0.8294999999999999,0.09650000000000014,0,0,0
411,138,273,0.4528125,0.08699999999999997,0.36581250000000004,0.53225,0.08574999999999999,0.4465,0.7446111111111111,0.4286,0.31601111111111113,0.8210434782608695,0.8290000000000001,-0.007956521739130529,0,0,0
177,227,-50,0.7537499999999999,0.7955555555555556,-0.04180555555555565,0.95575,0.05099999999999999,0.9047499999999999,0.8189166666666667,0.7817857142857143,0.03713095238095243,0.8448000000000003,0.8666315789473685,-0.021831578947368202,0,0,0
271,437,166,0.60325,0.6703529411764706,0.06710294117647064,0.5274285714285715,0.47375,-0.053678571428571464,0.68575,0.8135555555555556,0.12780555555555562,0.8066363636363636,0.8319166666666667,0.025280303030303153,0,0,0
206,190,-16,0.486,0.5252222222222223,0.03922222222222227,0.0,0.931,0.931,0.855,0.377,-0.478,0.8286,0.8332857142857143,0.004685714285714293,0,0,0
333,253,80,0.40335714285714286,0.46399999999999997,-0.06064285714285711,0.5852,0.0,0.5852,0.857,0.9165,-0.0595,0.8207906976744187,0.8118064516129031,0.0089842460615156,0,0,0
113,48,65,0.8966666666666667,0.917,-0.020333333333333314,0.11449999999999999,0.55425,-0.43975000000000003,0.8714999999999999,1.0,-0.12850000000000006,0.8458181818181817,0.862,-0.016181818181818297,0,0,0
182,153,-29,0.637,0.5659,-0.07110000000000005,0.725,0.0,-0.725,0.8543333333333334,0.8545,0.0001666666666666483,0.825153846153846,0.8289411764705884,0.0037873303167423877,0,0,0
50,78,-28,0.968,0.874,0.09399999999999997,0.0,0.874,-0.874,0.0,0.875,-0.875,0.7968000000000001,0.78,0.016800000000000037,0,0,0
645,372,273,0.5211724137931034,0.62425,-0.10307758620689655,0.712,0.82935,-0.11735000000000007,0.8616153846153847,0.8779999999999999,-0.01638461538461522,0.847056603773585,0.8520416666666667,-0.004985062893081649,2,0,2
554,125,-429,0.6887368421052632,0.9045000000000001,0.21576315789473688,0.6396875,0.854,0.21431250000000002,0.9033846153846155,0.8785000000000001,-0.024884615384615394,0.8187333333333335,0.8701333333333333,0.05139999999999978,0,0,0
176,168,-8,0.81575,0.393125,-0.422625,0.4465,0.709875,0.263375,0.85825,0.8711666666666666,0.012916666666666687,0.8388,0.8424347826086955,0.0036347826086955415,0,0,0
61,136,-75,0.929,0.527,0.402,0.0,0.9061,-0.9061,0.0,0.9475,-0.9475,0.8633333333333334,0.8624285714285714,0.0009047619047619637,0,0,0
90,95,5,0.6136666666666667,0.6493333333333333,0.035666666666666624,0.8887499999999999,0.896,0.00725000000000009,0.9895,0.0,-0.9895,0.788,0.8108571428571428,0.022857142857142798,0,0,0
301,176,-125,0.6069687500000001,0.6366666666666667,0.029697916666666657,0.4377142857142857,0.14275000000000004,-0.2949642857142857,0.665,0.0,-0.665,0.8181818181818183,0.8106666666666666,-0.007515151515151697,0,0,0
363,498,135,0.7706153846153845,0.8137142857142857,0.04309890109890124,0.476,0.312125,-0.163875,0.5434285714285714,0.6549705882352941,0.11154201680672271,0.8365283018867923,0.8580967741935486,0.021568472306756292,3,0,-3
131,124,-7,0.6477142857142857,0.4128571428571428,-0.23485714285714288,0.0,0.8539999999999999,0.8539999999999999,0.7587142857142857,0.6453333333333333,-0.11338095238095236,0.8700000000000001,0.835,-0.03500000000000014,0,0,0
1185,546,639,0.7916851851851852,0.7703970588235294,0.02128812636165578,0.5915535714285715,0.6461818181818182,-0.054628246753246734,0.8167790697674417,0.7960227272727274,0.020756342494714364,0.8381132075471699,0.83234375,0.005769457547169843,4,0,4
165,416,251,0.91885,0.9051923076923076,-0.013657692307692315,0.64,0.32766666666666666,-0.31233333333333335,0.8539999999999999,0.8579,0.0039000000000001256,0.8398333333333333,0.8443478260869565,0.004514492753623145,0,0,0
276,51,225,0.7551,1.0,-0.2449,0.4975625,0.0,0.4975625,0.857,0.0,0.857,0.8444583333333334,0.8724444444444445,-0.027986111111111045,0,0,0
69,143,74,0.09399999999999997,0.5816875,0.48768750000000005,0.898,0.5826666666666667,-0.31533333333333335,0.905,0.884625,-0.020375000000000032,0.8134285714285714,0.8291111111111111,0.015682539682539742,0,0,0
93,235,-142,0.0,0.5156153846153846,-0.5156153846153846,0.0,0.9179999999999999,-0.9179999999999999,0.9815,0.7438333333333333,0.2376666666666667,0.8370909090909092,0.84225,-0.0051590909090908355,0,0,0
279,258,21,0.25905,0.25579999999999997,0.0032500000000000306,0.8197,0.8515,-0.03180000000000005,0.37,0.0,0.37,0.8119272727272727,0.8108333333333335,0.0010939393939392028,3,2,1
100,196,96,0.476,0.5051666666666667,0.029166666666666674,0.0,0.14800000000000002,0.14800000000000002,0.6168333333333333,0.86725,0.2504166666666666,0.8115,0.8646666666666667,0.053166666666666695,0,0,0
84,73,-11,0.893875,0.9422,0.04832500000000006,0.30725,0.0,-0.30725,0.91325,0.0,-0.91325,0.8685,0.8525714285714286,-0.015928571428571403,0,1,1
126,182,-56,0.43957142857142856,0.591,-0.1514285714285714,0.0,1.0,-1.0,0.8734999999999999,0.8674999999999999,0.006000000000000005,0.8462857142857143,0.8583333333333334,-0.012047619047619085,0,0,0
120,533,413,0.4286,0.6403333333333333,0.21173333333333333,0.44537499999999997,0.6031111111111112,0.1577361111111112,0.5,0.8825000000000001,0.38250000000000006,0.7943333333333333,0.8440000000000001,0.04966666666666675,0,0,0
499,536,37,0.91925,0.7030000000000001,-0.21624999999999994,0.5431,0.2425,-0.30060000000000003,0.8208571428571428,0.7854285714285714,-0.035428571428571476,0.835095890410959,0.8398888888888889,0.004792998477929911,0,1,1
198,353,155,0.6722142857142857,0.5262037037037037,-0.14601058201058192,0.957,0.8055,-0.15149999999999997,0.773,0.5075,-0.26550000000000007,0.8560689655172414,0.887655172413793,0.03158620689655156,0,0,0
210,373,-163,0.8975,0.8987,-0.0012000000000000899,0.0,0.7412777777777778,-0.7412777777777778,0.6263333333333334,0.90725,-0.2809166666666666,0.8757142857142857,0.8328,0.04291428571428568,0,0,0
69,240,171,0.66475,0.3908846153846154,-0.27386538461538457,0.6605,0.8073333333333333,0.14683333333333337,0.9285,0.8653076923076923,-0.06319230769230766,0.8466666666666667,0.8421481481481481,-0.004518518518518588,0,0,0
92,285,-193,0.2454,0.4329375,-0.18753749999999997,0.8785000000000001,0.915,-0.03649999999999998,0.0,0.5478999999999999,-0.5478999999999999,0.8086153846153846,0.8203125,-0.011697115384615375,0,0,0
100,92,-8,0.908,0.0,-0.908,0.5495,0.6676666666666666,0.11816666666666664,0.8901666666666668,0.905,0.014833333333333254,0.7814285714285715,0.7666666666666667,-0.014761904761904754,0,1,1
402,287,-115,0.8293055555555556,0.8313636363636363,0.0020580808080806756,0.6363333333333333,0.7036666666666667,0.06733333333333336,0.7223181818181817,0.7810833333333334,0.058765151515151604,0.8060645161290322,0.8065142857142857,0.0004497695852535566,0,0,0
690,249,441,0.83734,0.908,-0.07066000000000006,0.3424,0.7928999999999999,-0.45049999999999996,0.7892368421052631,0.867,-0.07776315789473687,0.8033454545454544,0.8593,-0.05595454545454559,0,1,-1
157,184,-27,0.663,0.4531666666666667,0.20983333333333332,0.507,0.2595,0.2475,0.5466,0.48062499999999997,0.065975,0.8084615384615383,0.7962857142857143,0.01217582417582408,0,0,0
876,297,-579,0.7984868421052631,0.84775,0.0492631578947369,0.5251250000000001,0.6203333333333333,0.09520833333333323,0.8746153846153846,0.852,-0.022615384615384593,0.8338139534883721,0.8229677419354838,-0.01084621155288823,0,0,0
294,160,-134,0.4181,0.766,0.3479,0.9328333333333332,0.861,-0.0718333333333332,0.05233333333333334,0.9608749999999999,0.9085416666666666,0.8256666666666667,0.7918823529411766,-0.03378431372549007,0,0,0
168,71,97,0.6604,0.0,0.6604,0.8832500000000001,0.9815,-0.09824999999999995,0.7028749999999999,0.927,-0.22412500000000013,0.822,0.7938181818181818,0.028181818181818197,0,0,0
279,399,120,0.5038333333333334,0.44143750000000004,-0.06239583333333332,0.5025000000000001,0.70325,0.20074999999999998,0.8583333333333334,0.8881666666666665,0.029833333333333156,0.8344000000000001,0.8319487179487179,-0.0024512820512821998,1,4,3
160,62,-98,0.749,0.0,-0.749,0.9339000000000001,0.0,-0.9339000000000001,0.8953333333333333,0.0,-0.8953333333333333,0.811846153846154,0.8394999999999999,0.027653846153845918,0,0,0
187,177,-10,0.47100000000000003,0.49025,0.01924999999999999,0.0,0.9815,0.9815,0.8533333333333333,1.0,0.14666666666666672,0.847625,0.8778888888888888,0.030263888888888868,0,0,0
332,225,107,0.487,0.7416,-0.25460000000000005,0.816125,0.0,0.816125,0.8495,0.8974285714285715,-0.04792857142857143,0.817,0.8095238095238095,0.007476190476190414,0,0,0
122,245,-123,0.50775,0.8525,-0.34475,0.875,0.741,0.134,0.593,0.8052777777777778,-0.2122777777777778,0.8450666666666666,0.834095238095238,0.010971428571428632,0,0,0
185,133,-52,0.030999999999999972,0.7121,0.6811,0.5896666666666667,0.14800000000000002,-0.44166666666666665,0.9165,0.8606666666666667,-0.05583333333333329,0.8111666666666667,0.84275,0.0315833333333333,0,0,0
489,244,-245,0.42686666666666667,0.6160625,0.18919583333333329,0.5942,0.049333333333333396,-0.5448666666666666,0.877,0.8956666666666666,0.01866666666666661,0.8076,0.8115833333333334,0.00398333333333345,0,1,1
235,157,78,0.6186666666666667,0.5326666666666666,0.08600000000000008,0.74865,0.0,0.74865,0.8361,0.0,0.8361,0.8502222222222221,0.8438333333333334,0.006388888888888666,0,0,0
